paper_id,topic_id,relevance_score
paper_77002f64a2fa,topic_20a19c4e,0.78
paper_77002f64a2fa,topic_fb2803b3,0.52
paper_77157f88448e,topic_37f5aedf,0.69
paper_77157f88448e,topic_c1cfb10c,0.83
paper_77157f88448e,topic_ccf01d43,0.89
paper_772407d1d4c8,topic_1a452e72,0.66
paper_77bccacaf785,topic_e017ee06,0.9
paper_77bccacaf785,topic_fb0a7014,0.83
paper_77e3e673583d,topic_54f10851,0.6
paper_77e3e673583d,topic_6103c4e7,0.88
paper_77e3e673583d,topic_cf5afc56,0.7
paper_77e3e673583d,topic_d8e586ea,0.84
paper_786c8f906c6e,topic_852b90ee,0.6
paper_786c8f906c6e,topic_a68029e6,0.73
paper_786c8f906c6e,topic_d8e586ea,0.75
paper_78a0d08ccf53,topic_3299225f,0.77
paper_78a0d08ccf53,topic_7b4fc790,0.76
paper_78a0d08ccf53,topic_89d25bd6,0.74
paper_78c2f05d70a5,topic_37f5aedf,0.53
paper_78c2f05d70a5,topic_d05723b1,0.88
paper_78c2f05d70a5,topic_e137d940,0.63
paper_7941afd4c07c,topic_31573f57,0.71
paper_7941afd4c07c,topic_93954ef3,0.83
paper_7962a890bf67,topic_412bf266,0.68
paper_7962a890bf67,topic_54957382,0.85
paper_7962a890bf67,topic_b98e8ef0,0.81
paper_7962a890bf67,topic_d38f3679,0.61
paper_79c71bc74630,topic_1a452e72,0.59
paper_79c71bc74630,topic_2e2622ad,0.96
paper_79c71bc74630,topic_45570000,0.59
paper_79c71bc74630,topic_dff69202,0.73
paper_79d6ad6e329f,topic_241cebae,0.62
paper_79d6ad6e329f,topic_b65c78aa,0.87
paper_7a02a1212a0e,topic_6d110f72,0.94
paper_7a02a1212a0e,topic_8571d95a,0.8
paper_7a02a1212a0e,topic_abd890e3,0.75
paper_7a02a1212a0e,topic_d38f3679,0.58
paper_7a64a98a1f7d,topic_502d622d,0.54
paper_7a68d69d2750,topic_241cebae,0.66
paper_7a68d69d2750,topic_93954ef3,0.82
paper_7a68d69d2750,topic_ae72d7af,0.96
paper_7a7e7d66b32e,topic_38c37719,0.63
paper_7a7e7d66b32e,topic_73b6372e,0.81
paper_7a7e7d66b32e,topic_e7b51f0a,0.93
paper_7a7e7d66b32e,topic_fe2060f7,0.99
paper_7b0050801185,topic_907e29e8,0.83
paper_7b0bd9d780ce,topic_0efd8860,0.76
paper_7b0bd9d780ce,topic_ddeeacd1,0.84
paper_7b1ab48f50ef,topic_a77d204c,0.87
paper_7b1ab48f50ef,topic_d38f3679,0.73
paper_7b3163e96526,topic_6e24d847,0.97
paper_7b690e928215,topic_0778bd90,0.51
paper_7b690e928215,topic_44d59249,0.63
paper_7b690e928215,topic_ae72d7af,0.82
paper_7b690e928215,topic_e66f09ea,0.52
paper_7b86a3a8c1f1,topic_9b423f5f,0.69
paper_7b86a3a8c1f1,topic_ef5a0181,0.72
paper_7ba413f14d47,topic_73b6372e,0.56
paper_7ba413f14d47,topic_eeab01f1,0.91
paper_7bd3edce543e,topic_39db9ad8,0.85
paper_7c2117a2eb27,topic_502d622d,0.82
paper_7c3296f3a2a7,topic_0efd8860,0.89
paper_7c3296f3a2a7,topic_2dc57aa9,0.91
paper_7ca670381f47,topic_cb9b7b56,0.99
paper_7ca670381f47,topic_d224d601,0.63
paper_7cafe629ea83,topic_412bf266,0.72
paper_7cafe629ea83,topic_502d622d,0.87
paper_7cafe629ea83,topic_54957382,0.8
paper_7cafe629ea83,topic_ae72d7af,0.78
paper_7d145240dabd,topic_2dc57aa9,0.83
paper_7d4e4105daab,topic_23b1d671,0.89
paper_7d4e4105daab,topic_a317dd5d,0.8
paper_7d4e4105daab,topic_faa0ffc8,0.96
paper_7d663fd54711,topic_1a452e72,0.99
paper_7d663fd54711,topic_d4f379fb,0.78
paper_7d663fd54711,topic_f4a369f0,0.88
paper_7e06e8f4a5a8,topic_22a85afd,0.77
paper_7e06e8f4a5a8,topic_d05723b1,0.9
paper_7e1e2ca95860,topic_a8c7ffcf,0.67
paper_7e1e2ca95860,topic_b98e8ef0,0.63
paper_7e1e2ca95860,topic_d0460b01,0.99
paper_7e82f2fd9809,topic_c85e7318,0.9
paper_7eb506688fa7,topic_5c11910e,0.95
paper_7eb506688fa7,topic_74f4f8c4,0.67
paper_7f232da7ceff,topic_ddeeacd1,0.88
paper_7fa1bda83af0,topic_74f4f8c4,0.55
paper_7fd2888476ef,topic_89d25bd6,0.59
paper_7fd2888476ef,topic_e32b7a04,0.85
paper_7fed6648781c,topic_74ca2122,0.65
paper_7fed6648781c,topic_9865d514,0.79
paper_7fed6648781c,topic_9d105a3f,0.78
paper_800a3b9a5dee,topic_21482971,0.6
paper_800a3b9a5dee,topic_54957382,0.89
paper_800a3b9a5dee,topic_e32b7a04,0.81
paper_80187941aec1,topic_e66f09ea,0.97
paper_80a635d9c00f,topic_5f43d0bb,0.58
paper_80a635d9c00f,topic_8571d95a,0.57
paper_80a635d9c00f,topic_b98e8ef0,0.99
paper_80a635d9c00f,topic_cb9b7b56,0.7
paper_80be0ebb2235,topic_6f59f3e8,0.83
paper_80be0ebb2235,topic_fb0a7014,0.53
paper_80f5d71c565c,topic_1861fbdc,0.7
paper_80f5d71c565c,topic_3ac3c71d,0.9
paper_80f5d71c565c,topic_943aada5,0.84
paper_80f5d71c565c,topic_e137d940,0.82
paper_80fd616b05b4,topic_37f5aedf,0.68
paper_80fd616b05b4,topic_6f59f3e8,0.62
paper_810f82159dbb,topic_241cebae,0.88
paper_810f82159dbb,topic_54f10851,0.55
paper_810f82159dbb,topic_f0d5c4ce,0.62
paper_810f82159dbb,topic_fb0a7014,0.68
paper_8158a62a4c1a,topic_0200fd0d,0.68
paper_8158a62a4c1a,topic_abd890e3,0.98
paper_8158a62a4c1a,topic_ddeeacd1,0.76
paper_8158a62a4c1a,topic_e634c73d,0.83
paper_8195ebf5c770,topic_b0d0d13c,0.59
paper_8195ebf5c770,topic_d8e586ea,0.64
paper_8195ebf5c770,topic_eae46aca,0.83
paper_81d6121aba4e,topic_6c80807c,0.51
paper_81d6121aba4e,topic_9d105a3f,0.98
paper_81d6121aba4e,topic_ddeeacd1,0.77
paper_81d6121aba4e,topic_eeab01f1,0.67
paper_8209561576fa,topic_93954ef3,1.0
paper_8209561576fa,topic_9b423f5f,0.89
paper_8209561576fa,topic_d8e586ea,0.81
paper_8250bd8f4fa5,topic_3ac3c71d,0.62
paper_8250bd8f4fa5,topic_4cf3e2ba,0.67
paper_8250bd8f4fa5,topic_6c80807c,0.93
paper_8250bd8f4fa5,topic_74f4f8c4,1.0
paper_8254095d6459,topic_9865d514,0.69
paper_828139a6e511,topic_6e24d847,1.0
paper_830080d74846,topic_135d472a,0.75
paper_830080d74846,topic_48a6bdee,0.5
paper_830080d74846,topic_fb0a7014,0.52
paper_84460f69244a,topic_20a19c4e,0.93
paper_847dbb1cc53d,topic_94385656,1.0
paper_847dbb1cc53d,topic_c07ef1fd,0.85
paper_847dbb1cc53d,topic_fca57ff2,0.83
paper_84c6f2b1c808,topic_3cec53b2,0.74
paper_84c6f2b1c808,topic_7b4fc790,0.94
paper_84c6f2b1c808,topic_9927ff33,0.88
paper_84ec510c94e6,topic_8e2c7bf4,0.55
paper_84ec510c94e6,topic_c07ef1fd,0.95
paper_84ec510c94e6,topic_d02a2864,0.81
paper_84f173ea0a25,topic_3299225f,0.85
paper_851039da61cf,topic_5f824f0b,0.71
paper_8578bb7c2b46,topic_1a452e72,0.53
paper_8578bb7c2b46,topic_4cf3e2ba,0.56
paper_8578bb7c2b46,topic_5ac6eec4,0.54
paper_8578bb7c2b46,topic_ae72d7af,0.79
paper_8638d64a93fe,topic_157f2298,0.99
paper_8638d64a93fe,topic_ac4364e1,0.81
paper_86b9ecec7dc9,topic_01affe6f,0.52
paper_86b9ecec7dc9,topic_c85e7318,0.8
paper_86fd39e799f5,topic_6d110f72,0.51
paper_86fd39e799f5,topic_9865d514,0.68
paper_86fd39e799f5,topic_a317dd5d,0.74
paper_86fd3f5f837d,topic_a77d204c,0.81
paper_86fd3f5f837d,topic_e017ee06,0.63
paper_87220b6cf992,topic_1a452e72,0.93
paper_87220b6cf992,topic_89d25bd6,0.57
paper_87220b6cf992,topic_9927ff33,0.88
paper_87463e610219,topic_1a452e72,0.78
paper_87463e610219,topic_a8c7ffcf,0.51
paper_87592718ea03,topic_daf3012e,0.9
paper_875a349a3cc1,topic_1b328fca,0.63
paper_875a349a3cc1,topic_412bf266,0.97
paper_876f20e1ede8,topic_89d25bd6,0.61
paper_876f20e1ede8,topic_b0d0d13c,0.98
paper_87949644b2e5,topic_23b1d671,0.8
paper_87949644b2e5,topic_4ba5595b,0.82
paper_87949644b2e5,topic_6f59f3e8,0.51
paper_87949644b2e5,topic_f0d5c4ce,0.87
paper_87d32b971716,topic_852b90ee,0.59
paper_87d5d5d96c91,topic_54957382,0.92
paper_8855159456a2,topic_412bf266,0.92
paper_885ce8ff740e,topic_0200fd0d,0.93
paper_88d0e7fa468d,topic_216fef51,0.76
paper_88d0e7fa468d,topic_39db9ad8,0.75
paper_88d0e7fa468d,topic_783a3499,0.7
paper_88d0e7fa468d,topic_cf5afc56,0.53
paper_898063e36baf,topic_23b1d671,0.92
paper_898063e36baf,topic_455fead9,0.66
paper_898063e36baf,topic_4d8d9090,0.76
paper_898063e36baf,topic_d02a2864,0.98
paper_89966989abd9,topic_412bf266,0.51
paper_89966989abd9,topic_48a6bdee,0.66
paper_89966989abd9,topic_5f824f0b,0.52
paper_89966989abd9,topic_9d105a3f,1.0
paper_8996b74d6527,topic_5f0c4df8,0.8
paper_8996b74d6527,topic_5f824f0b,0.79
paper_8996b74d6527,topic_a77d204c,0.58
paper_8996b74d6527,topic_f0d5c4ce,0.93
paper_89ad85314386,topic_74f4f8c4,0.64
paper_89cea7046e2a,topic_455fead9,0.79
paper_89cea7046e2a,topic_4ba5595b,0.7
paper_8a5f7780adb5,topic_0efd8860,0.78
paper_8a5f7780adb5,topic_6c80807c,0.92
paper_8a5f7780adb5,topic_eeab01f1,0.54
paper_8a5f7780adb5,topic_f343e659,0.83
paper_8a70b247bee5,topic_783a3499,0.61
paper_8a70b247bee5,topic_ae72d7af,0.87
paper_8a70b247bee5,topic_d4f379fb,0.88
paper_8a7aaf69eba9,topic_00ef787e,0.6
paper_8a7aaf69eba9,topic_44d59249,0.99
paper_8a83719b06ce,topic_4d8d9090,0.77
paper_8aafa0e8d101,topic_0200fd0d,0.52
paper_8aafa0e8d101,topic_8772e298,0.52
paper_8aafa0e8d101,topic_f343e659,0.62
paper_8acb32bb9e59,topic_157f2298,0.54
paper_8acb32bb9e59,topic_9b423f5f,0.71
paper_8acb32bb9e59,topic_ddeeacd1,0.86
paper_8acb32bb9e59,topic_eae46aca,0.65
paper_8af3a9383ee6,topic_23b1d671,0.58
paper_8af3a9383ee6,topic_3cec53b2,0.68
paper_8af3a9383ee6,topic_cac8669d,0.54
paper_8afd17cabdcb,topic_48a6bdee,0.93
paper_8afd17cabdcb,topic_b65c78aa,0.92
paper_8afd17cabdcb,topic_ccf01d43,0.74
paper_8b24a575d271,topic_ae72d7af,0.75
paper_8b24a575d271,topic_f0d5c4ce,0.74
paper_8b550f9dea5a,topic_94385656,0.96
paper_8b550f9dea5a,topic_a77d204c,0.68
paper_8b550f9dea5a,topic_a8c7ffcf,0.79
paper_8b550f9dea5a,topic_b98e8ef0,0.63
paper_8b95d0d9d93b,topic_21482971,0.92
paper_8c46dafe9126,topic_20a19c4e,0.99
paper_8c63eec653f1,topic_48a6bdee,0.98
paper_8c63eec653f1,topic_daf3012e,0.79
paper_8d1c1a3a2e65,topic_216fef51,0.82
paper_8d1c1a3a2e65,topic_e2fb3751,0.62
paper_8d1c1a3a2e65,topic_f87ca730,0.56
paper_8d2853f8ea39,topic_0efd8860,0.94
paper_8d2853f8ea39,topic_4d8d9090,0.58
paper_8d2853f8ea39,topic_d38f3679,0.99
paper_8d3b9fbd6786,topic_54f10851,0.96
paper_8d4521e108c5,topic_74f4f8c4,0.84
paper_8d4521e108c5,topic_783a3499,0.64
paper_8d4521e108c5,topic_d77ec994,0.88
paper_8d4521e108c5,topic_ef5a0181,0.64
paper_8d62ab92697b,topic_4ba5595b,0.62
paper_8d995e0133eb,topic_df3261fe,0.7
paper_8dc046a29e1b,topic_11e980b2,0.63
paper_8dc046a29e1b,topic_4cf3e2ba,0.79
paper_8dc046a29e1b,topic_a51b4e52,0.56
paper_8dc046a29e1b,topic_f0d5c4ce,0.64
paper_8e267efb9cf1,topic_3d58f873,0.99
paper_8e267efb9cf1,topic_a6bd0db2,0.69
paper_8ea34562375f,topic_e2fb3751,0.63
paper_8ea34562375f,topic_e601842b,0.66
paper_8ecb4be22a69,topic_455fead9,0.73
paper_8eec788432e6,topic_9927ff33,0.94
paper_8fcf88aa8b19,topic_48a6bdee,0.59
paper_9024d65cb837,topic_6f59f3e8,0.9
paper_90c60ebd50de,topic_3299225f,0.55
paper_90c60ebd50de,topic_943aada5,0.52
paper_90c60ebd50de,topic_d02a2864,0.91
paper_91ef1817bcef,topic_01affe6f,0.71
paper_91ef1817bcef,topic_e601842b,0.97
paper_9210811edc1f,topic_2f911a8b,0.61
paper_9210811edc1f,topic_faa0ffc8,0.98
paper_929436e85fd1,topic_c1cfb10c,0.99
paper_92d54cbda517,topic_5f824f0b,0.54
paper_92d54cbda517,topic_9d105a3f,0.64
paper_92d54cbda517,topic_e686e7a6,0.54
paper_9369b8357793,topic_11e980b2,0.52
paper_9369b8357793,topic_89d25bd6,0.53
paper_9369b8357793,topic_e686e7a6,0.69
paper_9369b8357793,topic_f0d5c4ce,0.7
paper_936af3891671,topic_943aada5,0.8
paper_936af3891671,topic_a6bd0db2,0.51
paper_936af3891671,topic_cb9b7b56,0.82
paper_936cb97fca8b,topic_2ca0190b,0.99
paper_936cb97fca8b,topic_54957382,0.53
paper_938e7b051abe,topic_3978aab7,0.83
paper_938e7b051abe,topic_5c11910e,0.78
paper_938e7b051abe,topic_5f824f0b,0.75
paper_938e7b051abe,topic_d224d601,0.91
paper_948a27474f43,topic_21482971,0.59
paper_950b40efdbdb,topic_11e980b2,0.92
paper_950b40efdbdb,topic_22a85afd,0.76
paper_950b40efdbdb,topic_5017e72e,0.79
paper_950b40efdbdb,topic_74f4f8c4,0.59
paper_952c87003f36,topic_852b90ee,0.97
paper_9579b0a0f97a,topic_4ba5595b,0.81
paper_9579b0a0f97a,topic_94385656,0.95
paper_9579b0a0f97a,topic_d77ec994,0.87
paper_964243cb8b7e,topic_3978aab7,0.75
paper_964243cb8b7e,topic_455fead9,0.71
paper_964243cb8b7e,topic_a317dd5d,0.61
paper_964243cb8b7e,topic_f4a369f0,0.89
paper_9652f6b2678a,topic_54957382,0.6
paper_96559b1ff284,topic_8772e298,0.88
paper_96559b1ff284,topic_b4c90339,0.88
paper_96559b1ff284,topic_cac8669d,0.53
paper_96559b1ff284,topic_d02a2864,0.76
paper_96d583e682a2,topic_0200fd0d,0.92
paper_96d583e682a2,topic_daf3012e,0.66
paper_9784e1a527fe,topic_2e2622ad,0.65
paper_9784e1a527fe,topic_ae72d7af,0.62
paper_9832c09ee600,topic_77db0429,0.6
paper_9832c09ee600,topic_783a3499,0.53
paper_9832c09ee600,topic_d38f3679,0.58
paper_99edf7d771b4,topic_0200fd0d,0.95
paper_99edf7d771b4,topic_73b6372e,0.87
paper_99edf7d771b4,topic_d38f3679,0.74
paper_99edf7d771b4,topic_d4d3baf4,0.94
paper_9a2cd922ec16,topic_75299d12,0.84
paper_9a2cd922ec16,topic_9d105a3f,0.88
paper_9a2cd922ec16,topic_d77ec994,0.69
paper_9a4c3ae4e05f,topic_6d110f72,0.93
paper_9a4c3ae4e05f,topic_8571d95a,0.96
paper_9a4c3ae4e05f,topic_faa0ffc8,0.52
paper_9a4e1f5133a1,topic_4ba5595b,0.91
paper_9a4e1f5133a1,topic_94385656,0.64
paper_9a4e1f5133a1,topic_d8e586ea,0.9
paper_9a4e1f5133a1,topic_df3261fe,0.56
paper_9a7bbe744089,topic_01affe6f,0.81
paper_9a7bbe744089,topic_23b1d671,0.52
paper_9a7bbe744089,topic_33ef3971,0.79
paper_9a7bbe744089,topic_44d59249,0.76
paper_9a7c8d56a4e6,topic_a68029e6,0.82
paper_9a92253c415f,topic_943aada5,0.85
paper_9b170077bd07,topic_a77d204c,0.78
paper_9b56831f1d0f,topic_21482971,0.95
paper_9b56831f1d0f,topic_216fef51,0.7
paper_9b56831f1d0f,topic_4d8d9090,0.62
paper_9b68f2b2e0ed,topic_20a19c4e,0.51
paper_9b68f2b2e0ed,topic_5f0c4df8,0.61
paper_9bfd2aa855eb,topic_22a85afd,0.99
paper_9bfd2aa855eb,topic_c1cfb10c,0.91
paper_9c2ac05498aa,topic_ae20dbf9,0.6
paper_9c2ac05498aa,topic_cf5afc56,0.76
paper_9cba30e47d8e,topic_8772e298,0.57
paper_9cba30e47d8e,topic_8d1a0354,0.55
paper_9cc941ba1691,topic_39db9ad8,0.69
paper_9cc941ba1691,topic_f535d8b4,0.62
paper_9cd21822a514,topic_1a9d3e45,0.77
paper_9cd21822a514,topic_ae20dbf9,0.61
paper_9cd21822a514,topic_fe2060f7,0.97
paper_9cdd2e44ecb8,topic_28dec076,0.58
paper_9cdd2e44ecb8,topic_6103c4e7,0.59
paper_9cdd2e44ecb8,topic_d77ec994,0.93
paper_9cfcbd9b46ea,topic_00ef787e,0.83
paper_9cfcbd9b46ea,topic_216fef51,0.84
paper_9cfcbd9b46ea,topic_455fead9,0.84
paper_9d451899ad66,topic_22a85afd,0.59
paper_9d451899ad66,topic_4cf3e2ba,0.76
paper_9d451899ad66,topic_c07ef1fd,0.62
paper_9d451899ad66,topic_fca57ff2,0.56
paper_9d577f7d3596,topic_1a452e72,0.78
paper_9d577f7d3596,topic_39db9ad8,0.68
paper_9d577f7d3596,topic_b65c78aa,0.55
paper_9d577f7d3596,topic_ccf01d43,0.55
paper_9d7b550e02f4,topic_d4f379fb,0.57
paper_9d7b550e02f4,topic_d5567bae,0.58
paper_9de5e545753f,topic_39db9ad8,0.88
paper_9de5e545753f,topic_d05723b1,0.62
paper_9eab3f90521a,topic_4ba5595b,0.9
paper_9eab3f90521a,topic_cac8669d,0.71
paper_9ee1ce4da925,topic_0200fd0d,0.83
paper_9ee1ce4da925,topic_65d5f1b6,0.71
paper_9ee1ce4da925,topic_a6112dc2,0.56
paper_9ee1ce4da925,topic_e137d940,0.64
paper_9f3cc8e975b6,topic_5f824f0b,0.8
paper_9f3cc8e975b6,topic_d77ec994,0.99
paper_9f3cc8e975b6,topic_e601842b,0.62
paper_9fa298f25fed,topic_2e2622ad,0.53
paper_9fa298f25fed,topic_54f10851,0.83
paper_9fa298f25fed,topic_fe2060f7,0.77
paper_9fcc6cea7428,topic_502d622d,0.62
paper_9fcc6cea7428,topic_ae72d7af,0.56
paper_9fcc6cea7428,topic_d05723b1,0.6
paper_9fe3ac91013c,topic_783a3499,0.88
paper_9fe3ac91013c,topic_a77d204c,0.84
paper_9fe3ac91013c,topic_d8e586ea,0.91
paper_a022d61bf2f4,topic_77db0429,0.98
paper_a022d61bf2f4,topic_a51b4e52,0.8
paper_a022d61bf2f4,topic_e137d940,0.83
paper_a022d61bf2f4,topic_ef5a0181,0.93
paper_a027d31bfd72,topic_986ec23f,0.6
paper_a031ae722066,topic_20a19c4e,0.75
paper_a031ae722066,topic_8e2c7bf4,0.74
paper_a073dac678b6,topic_783a3499,0.98
paper_a073dac678b6,topic_c07ef1fd,0.75
paper_a0eee2684336,topic_1a452e72,0.6
paper_a0eee2684336,topic_484e0c8a,0.81
paper_a1032afdb673,topic_157f2298,0.76
paper_a1921e5bc706,topic_2f911a8b,0.8
paper_a1b5b5ee2242,topic_c07ef1fd,0.66
paper_a1e169224b44,topic_5017e72e,0.94
paper_a1efab6490ac,topic_74ca2122,0.55
paper_a1f6ab5a73ad,topic_e66f09ea,0.81
paper_a22617308c04,topic_1a452e72,0.82
paper_a22617308c04,topic_550c3314,0.79
paper_a22617308c04,topic_e601842b,0.78
paper_a2891e8e71d5,topic_39db9ad8,0.71
paper_a2891e8e71d5,topic_b98e8ef0,0.88
paper_a42ad13bce5a,topic_73b6372e,0.56
paper_a42ad13bce5a,topic_9b423f5f,0.77
paper_a42ad13bce5a,topic_a68029e6,0.63
paper_a460b7d5f429,topic_306dc4a6,0.81
paper_a460b7d5f429,topic_986ec23f,0.95
paper_a460b7d5f429,topic_b65c78aa,0.84
paper_a460b7d5f429,topic_ef5a0181,0.76
paper_a492f5db74bc,topic_6d110f72,0.57
paper_a492f5db74bc,topic_8d1a0354,0.79
paper_a492f5db74bc,topic_e634c73d,0.98
paper_a492f5db74bc,topic_eeab01f1,0.65
paper_a4bb5fdd8aa4,topic_0200fd0d,0.75
paper_a4bb5fdd8aa4,topic_6f59f3e8,0.57
paper_a4bb5fdd8aa4,topic_8d1a0354,0.5
paper_a4d0fe0633e1,topic_412bf266,0.61
paper_a4d0fe0633e1,topic_4cf3e2ba,0.91
paper_a4d0fe0633e1,topic_54957382,0.67
paper_a548bb8cddcf,topic_eae46aca,0.92
paper_a5f154f53c31,topic_0041bfb5,0.61
paper_a5f154f53c31,topic_1b328fca,0.66
paper_a5f154f53c31,topic_65d5f1b6,0.94
paper_a603f930677d,topic_1a9d3e45,0.64
paper_a603f930677d,topic_1b328fca,0.99
paper_a603f930677d,topic_e32b7a04,0.5
paper_a62976cc8b26,topic_22a85afd,0.75
paper_a62976cc8b26,topic_2f911a8b,0.61
paper_a62976cc8b26,topic_d77ec994,0.57
paper_a682585e4e7d,topic_01affe6f,0.73
paper_a682585e4e7d,topic_31573f57,0.77
paper_a682585e4e7d,topic_5f0c4df8,0.56
paper_a682585e4e7d,topic_e601842b,0.53
paper_a69631be3e83,topic_b4c90339,0.67
paper_a69631be3e83,topic_d224d601,0.71
paper_a69631be3e83,topic_d77ec994,0.89
paper_a69631be3e83,topic_ef5a0181,0.79
paper_a699c2470660,topic_6c80807c,0.91
paper_a699c2470660,topic_cb9b7b56,0.59
paper_a699c2470660,topic_e601842b,0.88
paper_a69a5e84862a,topic_1861fbdc,0.69
paper_a69a5e84862a,topic_95936e2d,0.57
paper_a69a5e84862a,topic_a51b4e52,0.81
paper_a69a5e84862a,topic_f535d8b4,0.88
paper_a6a384c4d88d,topic_7b4fc790,0.66
paper_a6bf041afad9,topic_484e0c8a,0.84
paper_a6bf041afad9,topic_e7b51f0a,0.58
paper_a732dee270cd,topic_7b4fc790,0.96
paper_a732dee270cd,topic_8836d735,0.95
paper_a7878df9c279,topic_8d1a0354,0.7
paper_a7878df9c279,topic_d4f379fb,0.96
paper_a7878df9c279,topic_f535d8b4,0.58
paper_a7cc8e7943e9,topic_306dc4a6,0.77
paper_a7cc8e7943e9,topic_6e24d847,0.95
paper_a7cce6452376,topic_9b423f5f,0.78
paper_a8317ff487b8,topic_c1cfb10c,0.77
paper_a8317ff487b8,topic_c85e7318,1.0
paper_a8317ff487b8,topic_e634c73d,0.73
paper_a8708eb3a47d,topic_fb0a7014,0.75
paper_a8e7912acebf,topic_0efd8860,0.72
paper_a8e7912acebf,topic_d4f379fb,0.67
paper_a8f9c7c50ef9,topic_2dc57aa9,0.91
paper_a8f9c7c50ef9,topic_31573f57,0.96
paper_a8f9c7c50ef9,topic_5017e72e,0.88
paper_a97a5a3ca48b,topic_31573f57,0.76
paper_a97a5a3ca48b,topic_44d59249,0.84
paper_a97a5a3ca48b,topic_852b90ee,0.81
paper_a996e8fdf6fa,topic_455fead9,0.81
paper_a996e8fdf6fa,topic_4cf3e2ba,0.99
paper_a996e8fdf6fa,topic_5f824f0b,0.53
paper_a996e8fdf6fa,topic_d8e586ea,0.74
paper_a9ae295f371f,topic_74ca2122,0.58
paper_a9b2d6cc3f4d,topic_f0d5c4ce,0.71
paper_a9cce7fb3523,topic_b65c78aa,1.0
paper_a9cce7fb3523,topic_ccf01d43,0.68
paper_a9cce7fb3523,topic_fe2060f7,0.84
paper_a9d390706e30,topic_54f10851,0.68
paper_a9d390706e30,topic_550c3314,0.59
paper_ab10829f5f5a,topic_a6bd0db2,0.72
paper_ab10829f5f5a,topic_ac4364e1,0.94
paper_ab41cd7384f2,topic_f4a369f0,0.79
paper_ab41cd7384f2,topic_f535d8b4,0.99
paper_ab6c76d6ef50,topic_3ac3c71d,0.63
paper_ab6c76d6ef50,topic_455fead9,1.0
paper_ab6c76d6ef50,topic_d02a2864,0.76
paper_abffc25fdb46,topic_0778bd90,0.62
paper_abffc25fdb46,topic_4bc3b9f4,0.84
paper_abffc25fdb46,topic_f87ca730,0.77
paper_ac114fa2920b,topic_4ba5595b,0.93
paper_ac114fa2920b,topic_a68029e6,0.58
paper_ac114fa2920b,topic_b65c78aa,0.7
paper_ac114fa2920b,topic_f87ca730,0.94
paper_ac562310dc19,topic_01affe6f,0.66
paper_ac562310dc19,topic_44e7c637,1.0
paper_ac562310dc19,topic_e2fb3751,0.7
paper_ac57abac05a2,topic_93954ef3,0.65
paper_acb36a34ed72,topic_abd890e3,0.86
paper_acb36a34ed72,topic_d38f3679,0.97
paper_acd7be6692c4,topic_daf3012e,0.79
paper_ad2053c602c5,topic_b0d0d13c,0.88
paper_ad5f730e9721,topic_3978aab7,0.6
paper_ad5f730e9721,topic_4bc3b9f4,0.64
paper_ad5f730e9721,topic_f343e659,0.67
paper_ad9eb9fc8fb0,topic_95936e2d,0.62
paper_ad9eb9fc8fb0,topic_ce2d7244,0.71
paper_ad9eb9fc8fb0,topic_f0d5c4ce,0.61
paper_add5d651cf22,topic_216fef51,0.84
paper_add5d651cf22,topic_a77d204c,0.82
paper_add5d651cf22,topic_e601842b,0.54
paper_add5d651cf22,topic_e634c73d,0.95
paper_ae1e67399607,topic_4ba5595b,0.53
paper_ae1e67399607,topic_73b6372e,0.53
paper_ae1e67399607,topic_abd890e3,1.0
paper_ae1e67399607,topic_daf3012e,0.88
paper_aeb7c5684041,topic_e601842b,0.67
paper_aec49f0e88ff,topic_a68029e6,0.71
paper_aecd1519c339,topic_93954ef3,0.96
paper_aecd1519c339,topic_b65c78aa,0.69
paper_aecd1519c339,topic_c85e7318,0.89
paper_aeeeb3765996,topic_ac4364e1,1.0
paper_af01c523a06a,topic_502d622d,0.57
paper_af01c523a06a,topic_6d110f72,0.6
paper_af01c523a06a,topic_9d105a3f,0.52
paper_af38b23a62d9,topic_74ca2122,0.89
paper_af38b23a62d9,topic_e32b7a04,0.55
paper_af800f64de22,topic_01affe6f,0.56
paper_af800f64de22,topic_4596432c,0.76
paper_af800f64de22,topic_852b90ee,0.9
paper_af800f64de22,topic_dff69202,0.79
paper_afb818d6fd6b,topic_9d105a3f,0.9
paper_afb818d6fd6b,topic_f4a369f0,0.55
paper_aff5b352ec31,topic_4ba5595b,0.88
paper_aff5b352ec31,topic_d05723b1,0.83
paper_b003e34388dc,topic_d8e586ea,0.7
paper_b02a79bede37,topic_0efd8860,0.57
paper_b02a79bede37,topic_6d110f72,0.86
paper_b02a79bede37,topic_eae46aca,0.97
paper_b0a0278884e2,topic_0041bfb5,0.62
paper_b0a0278884e2,topic_477a3915,0.66
paper_b103af99b57f,topic_8d1a0354,0.85
paper_b103af99b57f,topic_b0d0d13c,0.53
paper_b103af99b57f,topic_d8e586ea,0.93
paper_b103af99b57f,topic_e2fb3751,0.62
paper_b13988d4974f,topic_135d472a,0.58
paper_b13988d4974f,topic_54957382,0.8
paper_b13988d4974f,topic_5c11910e,0.99
paper_b13988d4974f,topic_a317dd5d,0.72
paper_b15bdb567d8c,topic_0200fd0d,0.55
paper_b15bdb567d8c,topic_df3261fe,0.66
paper_b15bdb567d8c,topic_f535d8b4,0.67
